고장발생일,건물명,주소,승강기고유번호
2024-10-27,드림인시티에일린의뜰2차,"울산광역시 북구 호계매곡1로 32  (매곡동, 드림인시티 에일린의뜰 2차)",8092459
2024-10-26,대영아트빌,서울특별시 서대문구 거북골로20길 53-21 (북가좌동),0125107
2024-10-25,송도더샵하버뷰2(15단지),"인천광역시 연수구 아트센터대로97번길 56 (송도동, 더샵 하버뷰2)",2071173
2024-10-25,신촌럭키아파트,"서울특별시 서대문구 이화여대길 50-12 (대현동, 럭키아파트)",0074516
2024-10-24,월성월드메르디앙,대구광역시 달서구 조암로6길 19 (월성동),6004740
2024-10-23,미광마린타워아파트,부산광역시 영도구 대교로14번길 17 (봉래동2가),8051390
2024-10-23,진양빌딩,경기도 부천시 오정구 오정로266번길 23-1 (오정동),2078475
2024-10-22,길동청년주택,서울시 강동구 길동 367-1 ,0168996
2024-10-22,뉴타워,부산광역시 남구 자성로 148 (문현동),8061711
2024-10-21,더샵판교포레스트12단지,"경기도 성남시 분당구 판교대장로5길 30 (대장동, 더샵 판교포레스트 12단지)",2234858
2024-10-20,(주)에스엠퍼스트프라자,부산광역시 부산진구 신천대로62번길 77 (부전동),8047584
2024-10-20,마리나 아일랜드,경기도 안산시 단원구 반달섬1로 88 ,2263446
2024-10-19,(주)태원씨앤디,대전광역시 유성구 도안북로 81 (용계동),5029293
2024-10-19,동방타워맨션아파트,강원특별자치도 강릉시 주문진읍 매맥이아랫길 24 (동방아파트),4006696
2024-10-19,현대차제네시스수지전시관,경기도 용인시 수지구 풍덕천로197번길 11-2 제네시스수지전시관 (풍덕천동),2206258
2024-10-18,세종호텔,서울특별시 중구 퇴계로 145 (충무로2가),0069981
2024-10-18,여수죽림부영1차아파트,전라남도 여수시 소라면 죽림로 10 (죽림부영1차),7037914
2024-10-17,저스트슬립호텔,대전광역시 유성구 온천로101번길 10-1 (봉명동),5002252
2024-10-16,양촌골프연습장,충청북도 청주시 서원구 남이면 양촌3길 7-19 ,5006650
2024-10-12,음성시티빌3차 (202동),충청북도 음성군 음성읍 중앙로50번길 14 ,5065647
2024-10-11,동부순복음교회,경기도 남양주시 호평로 205-16 (호평동),2001469
2024-10-10,덕소동부센트레빌,경기도 남양주시 와부읍 덕소로97번길 101 (덕소동부센트레빌),2095265
2024-10-09,반도유보라 아이비파크 2.0,"경기도 화성시 동탄순환대로26길 55  (영천동, 반도유보라2차)",2155829
2024-10-09,벨룸리조트,제주특별자치도 서귀포시 516로277번길 45  (토평동),9007051
2024-10-06,안중현화성원아파트,경기도 평택시 안중읍 현화중앙길 53 ,2106161
2024-10-04,와우초등학교,경기도 화성시 봉담읍 식골길 14 ,2009256
2024-10-03,운재빌딩,광주광역시 광산구 임방울대로 321 (수완동),7015976
2024-10-03,주안한신휴플러스아파트,인천광역시 미추홀구 승학길104번길 30 (주안동),2029182
2024-10-02,남산내과의원,부산광역시 금정구 중앙대로 1917 (구서동),8007756
2024-10-02,덕이지구 보도육교(2),경기도 고양시 일산서구 하이파크3로 105 ,2152230
2024-10-02,일광한신더휴센트럴포레2단지,부산광역시 기장군 일광면 해빛3로 62 ,8103342
2024-10-01,오남대한아파트,경기도 남양주시 오남읍 진건오남로580번길 5-12 ,2095603
2024-10-01,으뜸마을신명아파트,경기도 의정부시 능곡로 70 (신곡동，으뜸마을신명아파트),2001992
2024-10-01,폴라리스II,경기도 성남시 분당구 성남대로 389 (정자동),2116576
2024-09-30,펜타힐즈더샵1차,경상북도 경산시 펜타힐즈2로 60 (중산동),6035340
2024-09-29,봉산뜨란채아파트,대구광역시 중구 봉산문화길 69 (봉산동),6023025
2024-09-29,한라동아아파트,울산광역시 북구 이화5길 29-3 (중산동),8059033
2024-09-28,동산파크빌,울산광역시 남구 돋질로 204 (달동),8039742
2024-09-28,부산일광E편한세상,부산광역시 기장군 일광면 해빛2로 21 ,8101203
2024-09-28,인후위브어울림아파트,전북특별자치도 전주시 덕진구 견훤로 333 (인후동1가),7038266
2024-09-28,죽전역해링턴플레이스더원,대구광역시 달서구 와룡로31길 16  (감삼동),6064785
2024-09-27,루체,서울특별시 종로구 자하문로 115 (청운동),0139090
2024-09-27,북정3차대동빌라트,경상남도 양산시 북정로 118 (북정동，북정3차대동빌라트),8023399
2024-09-25,상봉건영캐스빌,서울특별시 중랑구 상봉중앙로8길 76 (상봉동),0053370
2024-09-24,동천프라자,경기도 용인시 수지구 고기로 91 (동천동),2213020
2024-09-24,마포대림2차 e-편한세상,서울특별시 마포구 토정로32길 6 (용강동),0084825
2024-09-23,E편한세상 단양 리버비스타,충청북도 단양군 단양읍 군청로 21  (e편한세상 단양 리버비스타),5085839
2024-09-23,로즈데일빌,서울특별시 노원구 덕릉로122길 15-4 (상계동),0125437
2024-09-23,순천향대학교부속천안병원,충청남도 천안시 동남구 순천향6길 31 (봉명동),5094386
2024-09-23,오션프라자,부산광역시 금정구 부산대학로 49 (장전동),8055553
2024-09-20,GS하이츠자이아파트,부산광역시 남구 신선로 566 (용호동),8001893
2024-09-20,경산사동3차부영아파트,경상북도 경산시 백자로20길 9 (사동，부영원앙),6005860
2024-09-19,여수죽림 양우내안애 아파트,전라남도 여수시 소라면 도원로 80 여수죽림내안애아파트,7055058
2024-09-17,나주부영2차아파트,"전라남도 나주시 나주로 41-23  (송월동, 부영아파트)",7003455
2024-09-17,초읍대진아파트,부산광역시 부산진구 성지곡로 60 (초읍동),8003167
2024-09-16,(주)소노인터내셔널,강원특별자치도 홍천군 서면 한치골길 262 ,4009557
2024-09-16,고려3차아파트,경상남도 거제시 고현로13길 12 (고현동，고려3차아파트),8042495
2024-09-15,달천1차I PARK,울산광역시 북구 달천로 50 (달천동),8065038
2024-09-14,용수골가든,강원도 원주시 판부면 용수골길 335 ,4000948
2024-09-12,달동길메리요양병원,울산광역시 남구 돋질로 146 달동길메리요양병원 (달동),8086758
2024-09-12,청주동남신동아파밀리에,충청북도 청주시 상당구 동남로 187 ,5083565
2024-09-11,플레이스 마르디메크르디,서울특별시 용산구 이태원로54길 5 (한남동),0074924
2024-09-10,유니온스퀘어,대구광역시 중구 동성로1길 15 (동성로3가),6054251
2024-09-09,가천대학교,경기도 성남시 수정구 성남대로 1342 (복정동),2054655
2024-09-09,동대구에일린의뜰,대구광역시 동구 아양로9길 35 ,6061126
2024-09-09,석수코오롱하늘채아파트,경기도 안양시 만안구 충훈로 92 (석수동),2144304
2024-09-09,제주아름다운피부과의원,제주특별자치도 제주시 서광로 273  (이도일동),9009103
2024-09-09,힐타운,서울특별시 송파구 가락로11길 5-16 (석촌동),0071699
2024-09-08,도시화명그린21-B,부산광역시 북구 양달로 69 (화명동),8002341
2024-09-08,동문동 한라비발디아파트,충청남도 서산시 고운로 276 ,5036081
2024-09-08,석수e-편한세상,경기도 안양시 만안구 경수대로 1193 (석수동),2142816
2024-09-07,당감지하차도,부산광역시 부산진구 마철로 100 (당감동),8021283
2024-09-05,미사강변도시 트래지안,"경기도 하남시 미사강변북로 130  (망월동, 미사강변도시 트래지안)",2156777
2024-09-04,비래프라자운영위원회,대전광역시 대덕구 비래서로 43 (비래동),5043088
2024-09-04,수완중흥S클래스1단지,"광주광역시 광산구 수등로76번길 74 (신가동, 수완1단지 중흥에스-클래스)",7001622
2024-09-04,효창로즈아파트,서울특별시 용산구 효창원로93길 16 (효창동),0006093
2024-09-03,대덕테크노밸리8단지,대전광역시 유성구 배울2로 3 (관평동),5031365
2024-09-03,오션시티 푸르지오,부산광역시 영도구 동삼오션로 30 ,8114005
2024-09-02,갈보리교회,경기도 성남시 분당구 이매로 132 (이매동),2185863
2024-09-02,대장지구2-7-2,경기도 성남시 분당구 판교대장로7길 6-58 (대장동),2250045
2024-09-02,팜파스호텔엔리조트,강원특별자치도 속초시 동해대로 3964 (조양동),4002665
2024-08-31,사송 육교,경상남도 양산시 동면 사송리 820 한국토지주택공사 양산사업단 앞 육교,8118155
2024-08-31,수원역푸르지오자이아파트,경기도 수원시 팔달구 고등로 15 (고등동),2216826
2024-08-30,서패동471 주차시설,경기도 파주시 회동길 337-19 (서패동),2233251
2024-08-30,청도빌딩,서울특별시 강서구 화곡로 173 (화곡동),0059077
2024-08-30,행복한세상2,경상남도 양산시 하북면 통도4길 8 ,8088819
2024-08-29,청원레이크빌II,경기도 고양시 일산동구 중앙로 1341 (장항동),2110498
2024-08-29,"호원동예다음A,C동",경기도 의정부시 평화로 136 (호원동),2130913
2024-08-28,도림동7-40(규현팰리스),서울특별시 영등포구 영신로1가길 12-21 (도림동),0130484
2024-08-28,벽산우남연리지,경기도 파주시 해솔로 20 (목동동),2020111
2024-08-26,대명루첸아파트,서울특별시 성동구 뚝섬로 436 (성수동2가),0082497
2024-08-26,부산씨클라우드호텔,부산광역시 해운대구 해운대해변로 287 (중동),8037185
2024-08-26,사직쌍용예가,부산광역시 동래구 사직로 80 (사직동),8075536
2024-08-21,e편한세상옥정더퍼스트,"경기도 양주시 옥정서로1길 60 (옥정동, e편한세상 옥정 더퍼스트)",2150561
2024-08-21,동탄역한화꿈에그린프레스티지,"경기도 화성시 동탄대로시범길 20 (청계동, 동탄역 시범한화 꿈에그린 프레스티지)",2151119
2024-08-20,스마트시티,경기도 성남시 중원구 도촌로 8 (도촌동),2173698
2024-08-19,토요코인해운대2호점,부산광역시 해운대구 해운대해변로237번길 5 (우동),8084654
2024-08-19,호원신일유토빌플러스아파트,경기도 의정부시 평화로202번길 20 (호원동),2098530
2024-08-18,강창1차삼산타운,대구광역시 달성군 다사읍 달구벌대로 790  (강창1차삼산타운),6016965
2024-08-18,동림푸른마을3단지,광주광역시 북구 북문대로242번길 11 (동림동),7034015
2024-08-18,청주산림조합임산물직매장,충청북도 청주시 서원구 가장로 396-6 (장암동),5098927
2024-08-18,호텔마리나베이,경기도 김포시 고촌읍 아라육로152번길 210-50 ,2204019
2024-08-17,에스앤타워,경기도 하남시 신평로 45 (신장동) ,2235010
2024-08-16,동림주공2단지아파트,"광주광역시 북구 북문대로242번길 50  (동림동, 동림푸른마을주공2단지)",7003102
2024-08-15,극동건설/화성동탄2 A105BL 공동주택,경기도 화성시 동탄신리천로2길 66  (신동),2281570
2024-08-15,금호시영1단지아파트,"광주광역시 서구 운천로 41 (금호동, 시영1차아파트)",7031309
2024-08-15,루원호반베르디움,"인천광역시 서구 봉오재3로 75 (가정동, 호반베르디움 더센트럴)",2184676
2024-08-15,빛고을파크,"광주광역시 서구 화정로 105 (쌍촌동, 빛고을파크)",7031703
2024-08-14,길음뉴타운대림아파트,서울특별시 성북구 길음로 118 (길음동),0044335
2024-08-13,동대구역광장,대구광역시 동구 동대구로 550 철 (신암동),6052191
2024-08-12,정부세종청사 중앙동,세종특별자치시 도움6로 42 (어진동),5092119
2024-08-12,현대시티타워아울렛,서울특별시 중구 장충단로13길 20 (을지로6가),0050414
2024-08-11,안산벽산블루밍아파트,"경기도 안산시 단원구 원선로 50 (원곡동, 벽산블루밍아파트)",2065292
2024-08-11,청언의료재단 순천제일병원,전라남도 순천시 기적의도서관1길 3 (조례동),7006632
2024-08-09,감문국역사문화전시관,경상북도 김천시 개령면 동부리 45 ,6903107
2024-08-08,중앙데코빌딩,충청북도 청주시 흥덕구 사직대로 34 (복대동),5027498
2024-08-07,서산테크노밸리 이안아파트,충청남도 서산시 성연면 성연3로 36 (이안아파트),5055149
2024-08-07,코헨하우스(괴정동70-4),대전광역시 서구 도솔로327번길 53 (괴정동),5068787
2024-08-02,구월동아아파트,"인천광역시 남동구 인주대로676번길 22 (구월동, 동아아파트)",2094335
2024-08-02,우성메디컬프라자,경기도 안성시 공도읍 공도4로 3 ,2012331
2024-08-01,하이제주호텔,제주특별자치도 제주시 한림읍 일주서로 5125 (한림읍),9004778
2024-07-31,금사대우아파트,부산광역시 해운대구 삼어로 207 (반여동),8037281
2024-07-31,용두동361-231근생및주택,경기도 고양시 덕양구 용두로121번길 110 (용두동),2200060
2024-07-31,월성코오롱하늘채1단지,대구광역시 달서구 조암남로16길 19 (월성동),6001046
2024-07-31,파크타운아파트,경기도 성남시 분당구 내정로 152 (수내동),2146831
2024-07-29,상인장미4단지아파트,대구광역시 달서구 상화로 380 (상인동),6040922
2024-07-29,신정마을주공1단지아파트,경기도 용인시 수지구 풍덕천로 91 (풍덕천동),2102761
2024-07-28,재진빌딩,경기도 광주시 고불로 62-10 (중대동),2149654
2024-07-28,중흥S클래스포레힐,충청남도 당진시 대덕1로 102-57 ,5098150
2024-07-27,골든프라자모텔,서울특별시 강서구 월정로20길 47 (화곡동),0025256
2024-07-27,안중동환아파트,경기도 평택시 안중읍 현화중앙길 96 ,2056976
2024-07-26,다대5지구영구임대아파트,부산광역시 사하구 다대낙조2길 50 (다대동),8035321
2024-07-26,백록빌딩,전라남도 순천시 하대석길 46 (연향동),7027479
2024-07-26,석권에듀프라자,경기도 김포시 청송로 8 (장기동),2191998
2024-07-25,풍림아파트,"광주광역시 남구 화산로31번안길 2 (진월동, 진월동 풍림아파트)",7030574
2024-07-24,더샵 대구디어엘로,대구광역시 동구 화랑로 47 (신천동) 대구시 동구 신천동 353-1,6067346
